0,0,8.33333333333333,16.6666666666667
8.33333333333333,0,0,0
0,0,0,0
8.33333333333333,58.3333333333333,66.6666666666667,41.6666666666667
0,50,33.3333333333333,33.3333333333333
50,50,25,50
0,8.33333333333333,0,25
66.6666666666667,58.3333333333333,91.6666666666667,50
0,8.33333333333333,25,8.33333333333333
66.6666666666667,41.6666666666667,66.6666666666667,75
0,41.6666666666667,8.33333333333333,16.6666666666667
25,33.3333333333333,66.6666666666667,25
8.33333333333333,25,0,25
16.6666666666667,8.33333333333333,16.6666666666667,0
8.33333333333333,0,8.33333333333333,0
16.6666666666667,25,33.3333333333333,41.6666666666667
