0,8.33333333333333,8.33333333333333,8.33333333333333
16.6666666666667,0,0,8.33333333333333
8.33333333333333,0,8.33333333333333,0
25,16.6666666666667,25,0
8.33333333333333,16.6666666666667,0,0
0,0,0,0
50,25,16.6666666666667,16.6666666666667
41.6666666666667,0,8.33333333333333,25
33.3333333333333,25,41.6666666666667,33.3333333333333
100,100,75,91.6666666666667
0,8.33333333333333,0,8.33333333333333
16.6666666666667,0,8.33333333333333,0
25,25,16.6666666666667,16.6666666666667
0,0,0,0
16.6666666666667,0,25,16.6666666666667
75,33.3333333333333,75,41.6666666666667
