RT,TargetWord,TargetGender,RequiredResponse,PrimeWord,Response,Accuracy
577.9410511671585,Anne,f,f,stark,f,1
486.52831574963784,Petra,f,f,lesen,f,1
457.98222958501356,Sebastian,m,m,Korb,f,0
505.4491562475505,Johanna,f,f,Papier,f,1
422.1089551883779,Sven,m,m,aktiv,m,1
546.1188503007861,Norbert,m,m,Haus,m,1
411.8772078574011,Felix,m,m,gehen,m,1
407.0964326472222,Anke,f,f,Schiff,f,1
