Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Semantic Priming,Response Priming,85.0084663046,23,Informatik,"{'s': 'f', 'l': 'm'}{'s': ['m', 'f'], 'l': 'town'}",maennlich,82
