Age;Age.Group;Sex;Condition;Gains.e.c;Losses.e.c;Accuracy.PM.Task;Accuracy.OngoingTask;RT.Mdn.OngoingTask;RT.Mdn.PM.Task;Monetary.Motivation;PayoffRetained;Importance.OngoingTask;Importance.PMTask;N.Nontargets;N.Targets;LossAversion;Education;Income;LifeSatisfaction;Health;CognitiveSpeed;Vocabulary;SocialValueOrientation;GainOrientation;MaintenanceOrientation;LossOrientation;PositiveAffect;Negative.Affect;PRMQ.Prospective;PRMQ.Retrospective;ZAge;ZAccuracy.PM.Task;ZAccuracy.OngoingTask;ZRT.Mdn.OngoingTask;ZMonetary.Motivation;ZImportance.OngoingTask;ZImportance.PMTask;ZCognitiveSpeed;ZGainOrientation;ZMaintenanceOrientation;ZLossOrientation;ZAge.x.Gains;ZAge.x.Losses
25;Younger;1;Gains;1;0;,583333333333333;,970198675496689;1310,5;1907;90;0;100;90;302;12;4;1;9;5;6;42;33;37,4824114277185;7,16666666666667;4,16666666666667;3,5;2,3;1,6;3,5;3,5;-1,22554093110816;,384447543613387;,330667581772277;-,228572170381117;,968018385840813;,725173889712485;,496386764777462;,941474907161782;,565448189469036;-1,13118395691946;-1,06560111552205;-1,22554093110816;0
22;Younger;2;Gains;1;0;,833333333333333;,92358803986711;2240;1976;90;0;85;90;301;12;4;4;9;5;6;31;22;7,81529354676688;6,66666666666667;4,33333333333333;4,66666666666667;3,5;1,4;4,5;3,25;-1,36786181343039;1,20177696704342;-1,03500530843395;1,85627817179107;,968018385840813;,0580633267742523;,496386764777462;-,153134791123788;,162622302512203;-1,02612043150898;-,469129589285807;-1,36786181343039;0
24;Younger;2;Gains;1;0;,5;,99009900990099;1089;1797,5;100;0;90;100;303;12;4;7;2;4;5;63;33;37,4824114277185;6,5;4,66666666666667;3,66666666666667;4;1,2;3,625;3,75;-1,27298122521557;,112004402470041;,913739381478567;-,72539234336782;1,22707380509365;,28043351442033;,890133842007355;3,03118433116151;,0283470068599256;-,815993380688028;-,980390897488303;-1,27298122521557;0
22;Younger;2;Gains;1;0;,833333333333333;,966887417218543;1184,5;1064;60;0;100;100;302;12;4;4;1;5;7;38;29;7,81529354676688;6,83333333333333;3,66666666666667;4;2,6;1,2;3,125;3,875;-1,36786181343039;1,20177696704342;,233649045083095;-,511187708964975;,190852128082313;,725173889712485;,890133842007355;,54343501687612;,29689759816448;-1,44637453315088;-,809970461420805;-1,36786181343039;0
35;Younger;1;Gains;1;0;,583333333333333;,980263157894737;1129;976;50;50;100;50;304;12;2;6;5;7;6;45;34;7,81529354676688;7,5;8;8;3;1;4,125;4,75;-,751137990034032;,384447543613387;,625552870919669;-,63567312476977;-,0682032911705196;,725173889712485;-1,07860154414211;1,24000482487603;,833998780773591;1,28527712752149;1,23507477138918;-,751137990034032;0
28;Younger;2;Gains;1;0;,0833333333333333;,911184210526316;1079,5;959;70;100;100;40;304;12;4;4;9;5;3;36;30;4,87927378300673;8;1,66666666666667;5,5;2,8;1,3;4,125;4,25;-1,08322004878592;-1,25021130324668;-1,39843252277378;-,746700657784857;,449907547335146;,725173889712485;-1,472348621372;,344415071733289;1,23682466773042;-2,70713683807659;-,043078499117061;-1,08322004878592;0
27;Younger;2;Gains;1;0;,666666666666667;,970394736842105;1197,5;1089;100;75;100;100;304;12;6;6;2;7;7;64;29;37,4824114277185;8;6;5,66666666666667;3,9;1;4;4,375;-1,13066034289333;,656890684756732;,336412100392034;-,482028962920609;1,22707380509365;,725173889712485;,890133842007355;3,13069430373292;1,23682466773042;,0245148225957787;,0421317189166884;-1,13066034289333;0
28;Younger;2;Gains;1;0;,166666666666667;,924590163934426;723;761; ;50;90;60;305;12;4;6;1;6;6;49;33;37,4824114277185;8;4,16666666666667;7,16666666666667;3,5;1,2;4,25;3,5;-1,08322004878592;-,97776816210334;-1,00564347603515;-1,54632319353998; ;,28043351442033;-,684854466912217;1,63804471516169;1,23682466773042;-1,13118395691946;,809023681220432;-1,08322004878592;0
35;Younger;2;Gains;1;0;,666666666666667;,977049180327869;1242;1457;90;85;90;90;305;12;5;6;1;4;4;33;34;37,4824114277185;6,5;2,83333333333333;4,16666666666667;2;1,1;3,5;4,25;-,751137990034032;,656890684756732;,531384619971869;-,382216332230278;,968018385840813;,28043351442033;,496386764777462;,0458851540190427;,0283470068599256;-1,97169216020326;-,724760243387055;-,751137990034032;0
33;Younger;1;Gains;1;0;,666666666666667;,907284768211921;1113;1057,5; ;0;60;100;302;12;4;6;3;6;6;43;27;34,8753283446022;7,33333333333333;2,83333333333333;1;3,3;1;4,25;5;-,846018578248857;,656890684756732;-1,51268461532223;-,67156081220899; ;-1,05378761145613;,890133842007355;1,0409848797332;,699723485121313;-1,97169216020326;-2,34375438602829;-,846018578248857;0
34;Younger;1;Losses;0;1;1;,960912052117264;2204;2618,5; ;100;80;100;307;12;6;3;8;7;7;37;28;37,4824114277185;8;8;8;5;1,1;4,75;4,875;-,798578284141444;1,74666324933011;,0585732492335544;1,77553087505283; ;-,164306860871825;,890133842007355;,443925044304704;1,23682466773042;1,28527712752149;1,23507477138918;0;-,798578284141444
23;Younger;2;Losses;0;1;,583333333333333;,970779220779221;1011,5;1138;100;0;90;100;308;12;1;4;9;6;7;49;36;16,260204708312;7,66666666666667;2;2,5;3,9;1;3,25;3,875;-1,32042151932298;,384447543613387;,347677325217784;-,899223329401542;1,22707380509365;,28043351442033;,890133842007355;1,63804471516169;,968274076425868;-2,49700978725564;-1,57686242372455;0;-1,32042151932298
23;Younger;2;Losses;0;1;,333333333333333;,927392739273927;912;831,5;70;0;80;70;303;12;3;2;4;6;6;47;26;37,4824114277185;8;3,16666666666667;4,16666666666667;2;1,3;2,375;3,125;-1,32042151932298;-,432881879816649;-,92352914499847;-1,12239988566419;,449907547335146;-,164306860871825;-,291107389682324;1,43902477001886;1,23682466773042;-1,76156510938231;-,724760243387055;0;-1,32042151932298
30;Younger;3;Losses;0;1;1;,930921052631579;1319;1137;20;50;90;60;304;12;4;6;9;5;6;41;35;25,8069282092501;4,5;4,33333333333333;3,5;3;3,2;3,5;4,25;-,988339460571094;1,74666324933011;-,820150981718511;-,209506836429032;-,845369548929019;,28043351442033;-,684854466912217;,841964934590366;-1,5829565409674;-1,02612043150898;-1,06560111552205;0;-,988339460571094
21;Younger;2;Losses;0;1;,583333333333333;,963815789473684;1078,5;961;70;0;70;70;304;12;4;4;1;6;5;36;30;32,9052429229879;7,66666666666667;4,66666666666667;2,66666666666667;2,1;1,1;3;3,75;-1,41530210753781;,384447543613387;,143651586706941;-,748943638249808;,449907547335146;-,60904723616398;-,291107389682324;,344415071733289;,968274076425868;-,815993380688028;-1,4916522056908;0;-1,41530210753781
29;Younger;2;Losses;0;1;,25;,910596026490066;1067;1342;100;1;100;100;302;12;2;6;9;5;5;34;31;45;6;5,16666666666667;3,66666666666667;2,2;1,5;3,25;3,25;-1,03577975467851;-,705325020959994;-1,41566607863305;-,774737913596748;1,22707380509365;,725173889712485;,890133842007355;,145395126590458;-,374478880096907;-,5008028044566;-,980390897488303;0;-1,03577975467851
23;Younger;2;Losses;0;1;,333333333333333;,967845659163987;793;797,5;100;0;100;100;311;12;3;4;1;6;6;49;33;26,4603058101988;6,83333333333333;4,16666666666667;2;3,3;1,2;3,875;4,5;-1,32042151932298;-,432881879816649;,261725148948131;-1,38931456099339;1,22707380509365;,725173889712485;,890133842007355;1,63804471516169;,29689759816448;-1,13118395691946;-1,8324930778258;0;-1,32042151932298
25;Younger;1;Losses;0;1;,416666666666667;,923841059602649;1117;1289,5;60;100;100;60;302;12;5;6;2;5;4;49;32;18,1455786594814;7,5;6,33333333333333;7;3,5;1,2;4,75;4,5;-1,22554093110816;-,160438738673304;-1,02759193187631;-,662588890349185;,190852128082313;,725173889712485;-,684854466912217;1,63804471516169;,833998780773591;,23464187341673;,723813463186683;0;-1,22554093110816
33;Younger;1;Losses;0;1;,833333333333333;,973684210526316;1578;1669,5;100;100;100;100;304;12;5;2;1;5;6;63;31;36,4444417565871;6,83333333333333;4;4,66666666666667;3,4;1,8;3,375;4,375;-,846018578248857;1,20177696704342;,432792357234579;,371425103993343;1,22707380509365;,725173889712485;,890133842007355;3,03118433116151;,29689759816448;-1,23624748232993;-,469129589285807;0;-,846018578248857
26;Younger;2;Losses;0;1;,416666666666667;,993421052631579;1205,5;1336,5;100;50;100;100;304;12;1;6;1;6;7;33;31;34,8753283446022;6,16666666666667;3,83333333333333;4,5;1,4;1,5;3,75;3,75;-1,17810063700074;-,160438738673304;1,01107389828985;-,464085119200999;1,22707380509365;,725173889712485;,890133842007355;,0458851540190427;-,240203584444629;-1,34131100774041;-,554339807319557;0;-1,17810063700074
22;Younger;1;Losses;0;1;,833333333333333;,977124183006536;1356,5;1837,5;100;100;90;100;306;12;3;1;9;5;5;42;32;37,4824114277185;7,33333333333333;3,83333333333333;5,33333333333333;3,1;1,2;3,25;3,25;-1,36786181343039;1,20177696704342;,533582168311749;-,12539506899336;1,22707380509365;,28043351442033;,890133842007355;,941474907161782;,699723485121313;-1,34131100774041;-,12828871715081;0;-1,36786181343039
19;Younger;2;Losses;0;1;,25;,815789473684211;726;671,5;50;0;90;70;304;12;5;4;9;6;5;45;28;32,0053832080835;7;3,66666666666667;2;3,4;1,7;4,25;4,125;-1,51018269575263;-,705325020959994;-4,1934599712076;-1,53959425214513;-,0682032911705196;,28043351442033;-,291107389682324;1,24000482487603;,431172893816758;-1,44637453315088;-1,8324930778258;0;-1,51018269575263
23;Younger;2;Losses;0;1;,833333333333333;,99016393442623;1395;1558;50;25;90;50;305;12;4;4;1;5;4;51;31;34,8753283446022;6,83333333333333;3,5;5,16666666666667;2,2;1,4;3,125;4;-1,32042151932298;1,20177696704342;,915641643973626;-,0390403210927364;-,0682032911705196;,28043351442033;-1,07860154414211;1,83706466030452;,29689759816448;-1,55143805856136;-,213498935184559;0;-1,32042151932298
21;Younger;2;Losses;0;1;,333333333333333;,973421926910299;1212;1150,5;10;50;75;75;301;12;6;4;9;6;7;44;31;37,4824114277185;7,16666666666667;7,16666666666667;3,16666666666667;3,6;1,9;3,5;3,125;-1,41530210753781;-,432881879816649;,425107552702284;-,449505746178816;-1,10442496818185;-,386677048517902;-,0942338510673774;1,14049485230461;,565448189469036;,75995950046911;-1,23602155158955;0;-1,41530210753781
27;Younger;2;Losses;0;1;,666666666666667;,904290429042904;1024;942,5;100;0;80;100;303;12;5;4;1;6;5;48;34;45;7,5;2,83333333333333;4,66666666666667;2;1,4;3,375;3,75;-1,13066034289333;,656890684756732;-1,60041754949001;-,871186073589651;1,22707380509365;-,164306860871825;,890133842007355;1,53853474259027;,833998780773591;-1,97169216020326;-,469129589285807;0;-1,13066034289333
24;Younger;2;Losses;0;1;,333333333333333;,954098360655738;1645;1504,5;99;0;90;99;305;12;1;4;1;6;5;30;27;15,69492414342;7,5;3;6,33333333333333;2,8;1,3;2,875;3,75;-1,27298122521557;-,432881879816649;-,1410651720312;,521704795145077;1,20116826316836;,28043351442033;,850759134284365;-,252644763695204;,833998780773591;-1,86662863479279;,382972591051685;0;-1,27298122521557
34;Younger;2;Losses;0;1;0;,943894389438944;1202;1253;0;100;100;40;303;12;0;7;2;6;6;25;28;19,942384581697;1;5,66666666666667;1;3,4;1,4;4;4;-,798578284141444;-1,52265444439003;-,440037427504513;-,471935550828328;-1,36348038743468;,725173889712485;-1,472348621372;-,750194626552281;-4,40273774966523;-,185612228225173;-2,34375438602829;0;-,798578284141444
30;Younger;1;Losses;0;1;,333333333333333;,928338762214984;937;967;0;100;50;0;307;12;0;2;1;6;5;33;26;9,46232220802562;7;7,16666666666667;7,16666666666667;3,7;1,9;3,625;3,375;-,988339460571094;-,432881879816649;-,895811053050935;-1,06632537404041;-1,36348038743468;-1,49852798674829;-3,04733693029157;,0458851540190427;,431172893816758;,75995950046911;,809023681220432;0;-,988339460571094
31;Younger;2;Losses;0;1;,583333333333333;,986754966887417;1009,5;1239,5;95;100;95;70;302;12;5;4;5;6;5;37;35;37,4824114277185;7;5,83333333333333;6,16666666666667;3,4;1,5;3,5;3,5;-,940899166463682;,384447543613387;,815760265218203;-,903709290331445;1,09754609546723;,502803702066407;-,291107389682324;,443925044304704;,431172893816758;-,0805487028146973;,297762373017936;0;-,940899166463682
