Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Semantic Priming,Response Priming,85.0076587862,22,erziehungsw.,"{'s': 'm', 'l': 'f'}{'s': 'town', 'l': ['m', 'f']}",maennlich,216
