Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Response Priming,Semantic Priming,85.0026121441,22,Erziehungswissenschaft,"{'s': 'm', 'l': 'f'}{'s': 'town', 'l': ['m', 'f']}",weiblich,143
