Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Semantic Priming,Response Priming,82.5721733313,24,rechtswissenschaften,"{'s': 'f', 'l': 'm'}{'s': ['m', 'f'], 'l': 'town'}",weiblich,338
