Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Response Priming,Semantic Priming,85.0040251435,22,WiWi,"{'s': 'm', 'l': 'f'}{'s': 'town', 'l': ['m', 'f']}",maennlich,207
