PrimeGender,TargetID,PrimeID,PrimeWordtype,TargetGender,PrimeValence,Accuracy,RT,TargetWord,RequiredResponse,PrimeWord,Response
f,18,1,substantiv,m,positiv,1,532.201439009441,Friedrich,m,Blumen,"['m', 'f']"
f,4,9,substantiv,f,neutral,1,502.84128290059016,Claudia,f,Haushalt,"['m', 'f']"
m,7,11,substantiv,town,neutral,1,436.8233951527145,Karlsruhe,town,Auto,town
m,27,6,adjektiv,town,positiv,1,581.6459913194194,Cottbus,town,tapfer,town
f,5,8,adjektiv,town,positiv,0,377.25157806380594,Stuttgart,town,zärtlich,"['m', 'f']"
f,6,9,substantiv,m,neutral,1,476.8547399180534,Fritz,m,Haushalt,"['m', 'f']"
m,28,13,verb,town,neutral,0,418.36518328364036,Jena,town,rasieren,"['m', 'f']"
f,7,1,substantiv,town,positiv,1,602.6894479600742,Karlsruhe,town,Blumen,town
m,29,12,verb,town,neutral,1,478.7988417519955,Chemnitz,town,kämpfen,town
f,18,22,verb,f,negativ,1,468.287729306212,Sandra,f,putzen,"['m', 'f']"
m,20,3,verb,m,positiv,1,669.549621529768,Ulrich,m,reparieren,"['m', 'f']"
m,21,7,adjektiv,town,positiv,1,459.0390678140466,Augsburg,town,mutig,town
m,23,11,substantiv,m,neutral,1,444.2880310207329,Hannes,m,Auto,"['m', 'f']"
f,2,3,verb,f,positiv,1,573.0949045200759,Anja,f,tanzen,"['m', 'f']"
f,28,16,adjektiv,town,neutral,1,420.4562311697373,Essen,town,emotional,town
f,28,2,substantiv,town,positiv,1,508.7892455603651,Jena,town,Familie,town
f,16,0,substantiv,f,positiv,1,543.0019737141265,Renate,f,Ballett,"['m', 'f']"
m,0,5,verb,town,positiv,1,725.9101366234972,Düsseldorf,town,beschützen,town
m,2,29,definition,f,NA,1,436.3188617544438,Anja,f,Bruder,"['m', 'f']"
f,2,21,verb,town,negativ,1,469.1266627460209,Aachen,town,spülen,town
f,28,10,substantiv,f,neutral,1,498.6225903021477,Carolin,f,Tratsch,"['m', 'f']"
m,18,13,verb,m,neutral,0,440.6124242050282,Friedrich,m,rasieren,town
f,15,8,adjektiv,m,positiv,1,489.4038208767597,Markus,m,zärtlich,"['m', 'f']"
f,0,28,definition,m,NA,1,443.1267102390848,Achim,m,Mutter,"['m', 'f']"
f,25,16,adjektiv,f,neutral,1,443.9061389093695,Linda,f,emotional,"['m', 'f']"
f,1,24,adjektiv,m,negativ,1,500.723136599845,Albert,m,geschwätzig,"['m', 'f']"
m,18,13,verb,town,neutral,1,410.7097410424103,Darmstadt,town,rasieren,town
f,19,7,adjektiv,f,positiv,1,666.9911958078956,Silke,f,fürsorglich,"['m', 'f']"
m,14,0,substantiv,town,positiv,1,684.2903218148422,Ulm,town,Computer,town
f,30,25,adjektiv,town,negativ,1,541.9828497751951,Lübeck,town,hysterisch,town
m,24,23,verb,town,negativ,1,540.8936051926503,Kassel,town,boxen,town
f,10,20,substantiv,m,negativ,1,451.8166415000451,Horst,m,Handtasche,"['m', 'f']"
f,10,4,verb,town,positiv,1,416.82280848544906,Frankfurt,town,pflegen,town
m,24,9,substantiv,town,neutral,1,521.154504273909,Flensburg,town,Skat,town
m,9,15,adjektiv,m,neutral,1,447.5783933439743,Helmut,m,dominant,"['m', 'f']"
f,0,2,substantiv,town,positiv,1,404.61678788778954,Hannover,town,Familie,town
m,18,5,verb,f,positiv,1,392.7250530450692,Sandra,f,beschützen,"['m', 'f']"
m,0,25,adjektiv,town,negativ,1,456.56333416718553,Hannover,town,grob,town
m,27,0,substantiv,town,positiv,1,445.6097073798446,Regensburg,town,Computer,town
f,3,7,adjektiv,town,positiv,1,346.63986624036625,Heidelberg,town,fürsorglich,town
f,9,5,verb,town,positiv,1,393.56817696170765,München,town,backen,town
f,11,15,adjektiv,m,neutral,0,521.4078884328046,Jens,m,sensibel,town
m,2,10,substantiv,town,neutral,1,455.83167693075666,Aachen,town,Stammtisch,town
f,20,19,substantiv,town,negativ,1,804.8911244304691,Bremen,town,Küche,town
f,4,12,verb,town,neutral,1,432.94552799306985,Münster,town,schminken,town
m,29,22,verb,town,negativ,1,477.4956034916613,Bonn,town,fluchen,town
f,11,30,definition,town,NA,1,402.9847368865376,Leipzig,town,Königin,town
f,8,10,substantiv,town,neutral,1,487.0739158186552,Erfurt,town,Tratsch,town
m,28,6,adjektiv,f,positiv,1,536.8288427725929,Carolin,f,tapfer,"['m', 'f']"
f,4,17,adjektiv,town,neutral,1,443.51363092300744,Koblenz,town,häuslich,town
f,23,5,verb,m,positiv,1,532.2765882256135,Hannes,m,backen,"['m', 'f']"
f,3,23,verb,town,negativ,1,566.9633989791691,Wuppertal,town,bügeln,town
m,24,10,substantiv,f,neutral,1,574.3260665813068,Hanna,f,Stammtisch,"['m', 'f']"
m,12,29,definition,town,NA,1,461.7084014862485,Wolfsburg,town,Bruder,town
f,8,29,definition,f,NA,1,526.979266917806,Heike,f,Schwester,"['m', 'f']"
m,10,9,substantiv,m,neutral,1,501.3860700173609,Horst,m,Skat,"['m', 'f']"
f,26,21,verb,town,negativ,1,387.3564936329785,Marburg,town,spülen,town
m,27,12,verb,f,neutral,1,539.2213256154719,Katharina,f,kämpfen,"['m', 'f']"
f,13,12,verb,town,neutral,1,389.9084939566819,Freiburg,town,schminken,town
m,3,4,verb,town,positiv,1,501.7391875226167,Wuppertal,town,bauen,town
m,21,2,substantiv,f,positiv,1,467.7097228841376,Tanja,f,Muskeln,"['m', 'f']"
m,6,19,substantiv,town,negativ,1,452.9768448219329,Mannheim,town,Glatze,town
m,18,25,adjektiv,town,negativ,1,609.0732202001163,Fulda,town,grob,town
m,13,27,definition,m,NA,1,733.1303280170687,Klaus,m,Mann,"['m', 'f']"
f,16,29,definition,town,NA,1,519.7733231461825,Gladbach,town,Schwester,town
m,20,6,adjektiv,town,positiv,1,446.2273836479653,Bremen,town,tapfer,town
m,30,27,definition,town,NA,1,427.2515082220707,Lübeck,town,Mann,town
f,25,0,substantiv,town,positiv,1,527.8075844835257,Rudolstadt,town,Ballett,town
m,7,13,verb,f,neutral,1,370.49513276087964,Helga,f,rasieren,"['m', 'f']"
m,17,29,definition,m,NA,0,505.88273090579605,Peter,m,Bruder,town
m,16,22,verb,town,negativ,1,460.066293341697,Paderborn,town,fluchen,town
f,8,10,substantiv,m,neutral,1,397.3387679161533,Hans,m,Tratsch,"['m', 'f']"
f,5,21,verb,f,negativ,1,405.20457208913285,Erna,f,spülen,"['m', 'f']"
f,22,27,definition,m,NA,0,377.2954383866818,Wolfgang,m,Frau,town
m,6,5,verb,m,positiv,1,564.9150939580068,Fritz,m,beschützen,"['m', 'f']"
m,19,0,substantiv,m,positiv,1,700.2870476562748,Thomas,m,Computer,"['m', 'f']"
m,16,30,definition,town,NA,1,458.2325407272947,Gladbach,town,König,town
f,10,26,adjektiv,town,negativ,0,619.4940977138685,Ahlen,town,zickig,"['m', 'f']"
m,5,1,substantiv,m,positiv,1,507.8167755955292,Frank,m,Sport,"['m', 'f']"
f,0,24,adjektiv,town,negativ,1,829.9920799991014,Düsseldorf,town,geschwätzig,town
m,29,17,adjektiv,f,neutral,1,458.5557661657731,Anna,f,groß,"['m', 'f']"
f,7,0,substantiv,m,positiv,1,435.797845815614,Georg,m,Ballett,"['m', 'f']"
m,26,27,definition,town,NA,1,556.5986738538413,Suhl,town,Mann,town
