Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Semantic Priming,Response Priming,84.9973642719,22,Erzwiss,"{'s': 'f', 'l': 'm'}{'s': ['m', 'f'], 'l': 'town'}",maennlich,98
