Exp2,Exp1,Refresh,Alter,Fachrichtung,ResponseKeys,Geschlecht,ID
Response Priming,Semantic Priming,85.0032177095,23,Rechtswissenschaft,"{'s': 'f', 'l': 'm'}{'s': ['m', 'f'], 'l': 'town'}",maennlich,105
